status	cs_loc	cs_sha256_16	cs_path	rs_path	crate
todo	14	0e818e7e3e9bd43a	Phy/OpenStack.Phy2/Collision/CollisionRecord.cs	phy/phy2/src/collision/collision_record.rs	openstack-phy2
todo	24	71b933d499574ad1	Phy/OpenStack.Phy2/Collision/EnvCollisionProfile.cs	phy/phy2/src/collision/env_collision_profile.rs	openstack-phy2
todo	44	3cb38d5cd3805dcc	Phy/OpenStack.Phy2/Collision/ObjCollisionProfile.cs	phy/phy2/src/collision/obj_collision_profile.rs	openstack-phy2
todo	20	c688efeb4e662d18	Phy/OpenStack.Phy2/Combat/AtkCollisionProfile.cs	phy/phy2/src/combat/atk_collision_profile.rs	openstack-phy2
todo	10	0bc01f4c57ff314b	Phy/OpenStack.Phy2/Combat/AtkObjInfo.cs	phy/phy2/src/combat/atk_obj_info.rs	openstack-phy2
todo	13	0732191c49c03719	Phy/OpenStack.Phy2/Combat/AttackCone.cs	phy/phy2/src/combat/attack_cone.rs	openstack-phy2
todo	20	8df105ec2481b31a	Phy/OpenStack.Phy2/Combat/AttackInfo.cs	phy/phy2/src/combat/attack_info.rs	openstack-phy2
todo	11	26c937d2ad671ab2	Phy/OpenStack.Phy2/Combat/DetectionCylsphere.cs	phy/phy2/src/combat/detection_cylsphere.rs	openstack-phy2
todo	23	c1ccb00df2abf103	Phy/OpenStack.Phy2/Combat/DetectionInfo.cs	phy/phy2/src/combat/detection_info.rs	openstack-phy2
todo	58	b70f5d29ec4b361b	Phy/OpenStack.Phy2/Combat/TargetInfo.cs	phy/phy2/src/combat/target_info.rs	openstack-phy2
todo	21	cdb162fd8c9949a7	Phy/OpenStack.Phy2/Combat/TargettedVoyeurInfo.cs	phy/phy2/src/combat/targetted_voyeur_info.rs	openstack-phy2
todo	118	8adf4f33697a4364	Phy/OpenStack.Phy2/Command/ACCmdInterp.cs	phy/phy2/src/command/ac_cmd_interp.rs	openstack-phy2
todo	12	cf5f22815cae31db	Phy/OpenStack.Phy2/Command/CmdStruct.cs	phy/phy2/src/command/cmd_struct.rs	openstack-phy2
todo	885	cf4d7a42d8fc181c	Phy/OpenStack.Phy2/Command/CommandInterpreter.cs	phy/phy2/src/command/command_interpreter.rs	openstack-phy2
todo	127	250245c67a20cc48	Phy/OpenStack.Phy2/Command/CommandList.cs	phy/phy2/src/command/command_list.rs	openstack-phy2
todo	26	118131c419496870	Phy/OpenStack.Phy2/Command/CommandListElement.cs	phy/phy2/src/command/command_list_element.rs	openstack-phy2
todo	12	05a6515a36e22497	Phy/OpenStack.Phy2/Command/InputEvent.cs	phy/phy2/src/command/input_event.rs	openstack-phy2
todo	16	0fca602e43e2a6ae	Phy/OpenStack.Phy2/Common/AddUpdateObjs.cs	phy/phy2/src/common/add_update_objs.rs	openstack-phy2
todo	62	cca976d27a6a1c20	Phy/OpenStack.Phy2/Common/BldPortal.cs	phy/phy2/src/common/bld_portal.rs	openstack-phy2
todo	158	b1528a2a1428688a	Phy/OpenStack.Phy2/Common/BuildingObj.cs	phy/phy2/src/common/building_obj.rs	openstack-phy2
todo	49	32e0704b2e025a82	Phy/OpenStack.Phy2/Common/CellArray.cs	phy/phy2/src/common/cell_array.rs	openstack-phy2
todo	75	d1c8dd6099cc3776	Phy/OpenStack.Phy2/Common/CellStruct.cs	phy/phy2/src/common/cell_struct.rs	openstack-phy2
todo	14	965877efcb20322d	Phy/OpenStack.Phy2/Common/ChatRoomTracker.cs	phy/phy2/src/common/chat_room_tracker.rs	openstack-phy2
todo	53	5c20592074777c68	Phy/OpenStack.Phy2/Common/ChildList.cs	phy/phy2/src/common/child_list.rs	openstack-phy2
todo	119	6a35a1c15f2c0e5a	Phy/OpenStack.Phy2/Common/DBObj.cs	phy/phy2/src/common/db_obj.rs	openstack-phy2
todo	42	a2ff13f547e6800d	Phy/OpenStack.Phy2/Common/EncumbranceSystem.cs	phy/phy2/src/common/encumbrance_system.rs	openstack-phy2
todo	475	16a823fee609a6ee	Phy/OpenStack.Phy2/Common/EnvCell.cs	phy/phy2/src/common/env_cell.rs	openstack-phy2
todo	134	6c591b5474052cac	Phy/OpenStack.Phy2/Common/GfxObj.cs	phy/phy2/src/common/gfx_obj.rs	openstack-phy2
todo	13	3c5a988276d816f1	Phy/OpenStack.Phy2/Common/HookAppraisalProfile.cs	phy/phy2/src/common/hook_appraisal_profile.rs	openstack-phy2
todo	222	4f256083efcd70f7	Phy/OpenStack.Phy2/Common/ImgTex.cs	phy/phy2/src/common/img_tex.rs	openstack-phy2
todo	170	573f8a9f96f52da0	Phy/OpenStack.Phy2/Common/LScape.cs	phy/phy2/src/common/l_scape.rs	openstack-phy2
todo	332	cb473088eba95f68	Phy/OpenStack.Phy2/Common/LandCell.cs	phy/phy2/src/common/land_cell.rs	openstack-phy2
todo	254	7daf591c0a122c04	Phy/OpenStack.Phy2/Common/LandDefs.cs	phy/phy2/src/common/land_defs.rs	openstack-phy2
todo	115	00c2407fd1672ed9	Phy/OpenStack.Phy2/Common/LandSurf.cs	phy/phy2/src/common/land_surf.rs	openstack-phy2
todo	661	c93c99b9662dddf6	Phy/OpenStack.Phy2/Common/Landblock.cs	phy/phy2/src/common/landblock.rs	openstack-phy2
